yeast_gene,species,call,hit_id,evalue,pident,coverage,reciprocal_best_hit,tier,final_call
Prp2,Paramecium_pentaurelia,present,CAD8207986.1,3.43e-195,49.0,,False,one_way_top5,present
Prp5,Paramecium_pentaurelia,present,CAD8136554.1,4.47e-97,42.3,,False,one_way_top5,present
LSm5,Paramecium_primaurelia,present,CAD8072625.1,6.07e-06,31.7,,False,one_way_top5,present
Prp2,Paramecium_primaurelia,present,CAD8109636.1,3.20e-195,48.8,,False,one_way_top5,present
Prp5,Paramecium_primaurelia,present,CAD8043561.1,4.04e-97,42.3,,False,one_way_top5,present
LSm5,Paramecium_sonneborni,present,CAD8122877.1,7.44e-06,31.7,,False,one_way_top5,present
Prp2,Paramecium_sonneborni,present,CAD8112237.1,1.76e-197,49.6,,False,one_way_top5,present
Prp5,Paramecium_sonneborni,present,CAD8048438.1,2.40e-96,42.1,,False,one_way_top5,present
LSm5,Paramecium_tetraurelia,present,CAK64662.1,6.15e-06,31.7,,False,one_way_top5,present
Prp2,Paramecium_tetraurelia,present,CAK63771.1,2.33e-192,48.5,,False,one_way_top5,present
Prp5,Paramecium_tetraurelia,present,CAK55914.1,3.99e-97,42.3,,False,one_way_top5,present
Nam8,Blepharisma_stoltei,present,BSTOLATCC_MAC10348,1.13e-06,35.6,,False,one_way_top5,present
LSm5,Blepharisma_stoltei,present,BSTOLATCC_MAC23422,3.52e-06,29.4,,False,one_way_top5,present
Prp2,Blepharisma_stoltei,present,BSTOLATCC_MAC13159,2.76e-191,48.9,,False,one_way_top5,present
Prp5,Blepharisma_stoltei,present,BSTOLATCC_MAC8031,1.39e-99,37.6,,False,one_way_top5,present
LSm5,Stentor_coeruleus,present,OMJ89702.1,8.03e-06,36.9,,False,one_way_top5,present
Snu114,Stentor_coeruleus,present,OMJ74595.1,7.38e-49,26.7,,False,one_way_top5,present
Prp2,Stentor_coeruleus,present,OMJ77262.1,1.52e-202,50.2,,False,one_way_top5,present
Prp5,Stentor_coeruleus,present,OMJ88772.1,1.27e-101,39.5,,False,one_way_top5,present
Prp28,Stentor_coeruleus,present,OMJ87031.1,4.81e-68,38.9,,False,one_way_top5,present
Mud1,Pseudocohnilembus_persalinus,divergent_homolog,KRX04069.1,2.75e-02,35.1,,False,domain_rescue,shared_pfam=PF00076
Snp1,Pseudocohnilembus_persalinus,divergent_homolog,KRX09392.1,5.67e-24,43.5,,False,domain_rescue,"shared_pfam=PF00076,PF12220"
Yhc1,Pseudocohnilembus_persalinus,divergent_homolog,KRX09087.1,3.03e-04,46.2,,False,domain_rescue,shared_pfam=PF06220
Prp39,Pseudocohnilembus_persalinus,divergent_homolog,KRX02032.1,3.36e-07,21.6,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Prp42,Pseudocohnilembus_persalinus,divergent_homolog,KRX02032.1,6.87e-05,23.3,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Nam8,Pseudocohnilembus_persalinus,divergent_homolog,KRX01564.1,1.13e-19,35.4,,False,domain_rescue,shared_pfam=PF00076
Luc7,Pseudocohnilembus_persalinus,divergent_homolog,KRX07293.1,2.89e-07,25.4,,False,domain_rescue,shared_pfam=PF03194
SmE,Pseudocohnilembus_persalinus,divergent_homolog,KRW98267.1,2.37e-01,25.4,,False,domain_rescue,shared_pfam=PF01423
SmG,Pseudocohnilembus_persalinus,divergent_homolog,KRW98175.1,1.13e-07,34.2,,False,domain_rescue,shared_pfam=PF01423
Msl1,Pseudocohnilembus_persalinus,divergent_homolog,KRX04007.1,3.16e-13,39.1,,False,domain_rescue,shared_pfam=PF13893
Lea1,Pseudocohnilembus_persalinus,divergent_homolog,KRX04276.1,1.15e-11,32.1,,False,domain_rescue,shared_pfam=PF14580
Cus1,Pseudocohnilembus_persalinus,divergent_homolog,KRX05928.1,1.14e-32,37.6,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Hsh49,Pseudocohnilembus_persalinus,divergent_homolog,KRX01513.1,1.32e-31,35.6,,False,domain_rescue,shared_pfam=PF00076
Ysf3,Pseudocohnilembus_persalinus,divergent_homolog,KRX01548.1,1.78e-04,30.5,,False,domain_rescue,shared_pfam=PF07189
Prp9,Pseudocohnilembus_persalinus,divergent_homolog,KRX07696.1,8.38e-27,58.5,,False,domain_rescue,shared_pfam=PF11931
Prp11,Pseudocohnilembus_persalinus,divergent_homolog,KRX02466.1,6.50e-14,25.8,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Pseudocohnilembus_persalinus,divergent_homolog,KRX07549.1,4.94e-04,21.9,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm8,Pseudocohnilembus_persalinus,divergent_homolog,KRW98787.1,7.07e-05,26.4,,False,domain_rescue,shared_pfam=PF01423
LSm2,Pseudocohnilembus_persalinus,divergent_homolog,KRX04314.1,6.30e-07,32.5,,False,domain_rescue,shared_pfam=PF01423
LSm3,Pseudocohnilembus_persalinus,divergent_homolog,KRX07391.1,7.29e-06,31.8,,False,domain_rescue,shared_pfam=PF01423
LSm4,Pseudocohnilembus_persalinus,divergent_homolog,KRX04314.1,4.60e-03,31.2,,False,domain_rescue,shared_pfam=PF01423
LSm5,Pseudocohnilembus_persalinus,divergent_homolog,KRW98175.1,1.27e-03,30.4,,False,domain_rescue,shared_pfam=PF01423
LSm6,Pseudocohnilembus_persalinus,divergent_homolog,KRW98267.1,4.36e-03,32.8,,False,domain_rescue,shared_pfam=PF01423
LSm7,Pseudocohnilembus_persalinus,divergent_homolog,KRW98175.1,3.22e-15,37.5,,False,domain_rescue,shared_pfam=PF01423
Dib1,Pseudocohnilembus_persalinus,divergent_homolog,KRX00918.1,1.17e-57,58.7,,False,domain_rescue,shared_pfam=PF02966
Prp31,Pseudocohnilembus_persalinus,divergent_homolog,KRX06142.1,3.11e-29,26.8,,False,domain_rescue,"shared_pfam=PF01798,PF09785"
Prp3,Pseudocohnilembus_persalinus,divergent_homolog,KRX02842.1,2.83e-29,30.9,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Pseudocohnilembus_persalinus,divergent_homolog,KRX01656.1,1.10e-21,28.8,,False,domain_rescue,shared_pfam=PF00400
Bud13,Pseudocohnilembus_persalinus,divergent_homolog,KRW99655.1,6.68e-06,56.1,,False,domain_rescue,shared_pfam=PF09736
Pml1,Pseudocohnilembus_persalinus,divergent_homolog,KRX01525.1,2.07e-16,31.0,,False,domain_rescue,shared_pfam=PF00498
Clf1,Pseudocohnilembus_persalinus,divergent_homolog,KRX02037.1,1.35e-49,29.6,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Pseudocohnilembus_persalinus,divergent_homolog,KRX03383.1,7.34e-30,22.4,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Prp19,Pseudocohnilembus_persalinus,divergent_homolog,KRX05253.1,8.62e-21,23.9,,False,domain_rescue,shared_pfam=PF08606
Isy1,Pseudocohnilembus_persalinus,divergent_homolog,KRW99043.1,1.03e-08,27.1,,False,domain_rescue,shared_pfam=PF06246
Cwc2,Pseudocohnilembus_persalinus,divergent_homolog,KRX11078.1,1.05e-26,33.6,,False,domain_rescue,"shared_pfam=PF00076,PF16131"
Ecm2,Pseudocohnilembus_persalinus,divergent_homolog,KRX00169.1,7.84e-15,37.8,,False,domain_rescue,shared_pfam=PF21369
Prp46,Pseudocohnilembus_persalinus,divergent_homolog,KRW98951.1,1.86e-31,63.7,,False,domain_rescue,"shared_pfam=PF00400,PF23098"
Cwc22,Pseudocohnilembus_persalinus,divergent_homolog,KRX04976.1,2.26e-48,27.6,,False,domain_rescue,shared_pfam=PF02847
Cwc23,Pseudocohnilembus_persalinus,divergent_homolog,KRX03710.1,8.79e-06,40.0,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Pseudocohnilembus_persalinus,divergent_homolog,KRX05385.1,1.47e-30,37.3,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Pseudocohnilembus_persalinus,divergent_homolog,KRW98209.1,1.07e-13,28.6,,False,domain_rescue,shared_pfam=PF00160
Yju2,Pseudocohnilembus_persalinus,divergent_homolog,KRW99916.1,2.69e-21,42.1,,False,domain_rescue,shared_pfam=PF04502
Prp17,Pseudocohnilembus_persalinus,divergent_homolog,KRX07313.1,1.88e-73,36.7,,False,domain_rescue,shared_pfam=PF00400
Prp18,Pseudocohnilembus_persalinus,divergent_homolog,KRX09085.1,6.41e-13,32.7,,False,domain_rescue,shared_pfam=PF02840
Slu7,Pseudocohnilembus_persalinus,divergent_homolog,KRX08076.1,3.62e-07,25.5,,False,domain_rescue,"shared_pfam=PF11708,PF30379"
Prp6,Pseudocohnilembus_persalinus,divergent_homolog,KRX04348.1,2.47e-02,23.3,,False,domain_rescue,shared_pfam=PF29376
Snu23,Pseudocohnilembus_persalinus,divergent_homolog,KRX10350.1,5.55e-01,37.1,,False,domain_rescue,shared_pfam=PF12874
Ntr1,Pseudocohnilembus_persalinus,divergent_homolog,KRX04843.1,2.00e-02,41.7,,False,domain_rescue,shared_pfam=PF01585
Prp40,Pseudocohnilembus_persalinus,divergent_homolog,KRX05843.1,3.08e-08,22.3,,False,domain_rescue,"shared_pfam=PF00397,PF01846"
Mud2,Pseudocohnilembus_persalinus,divergent_homolog,KRX03447.1,2.46e-02,29.6,,False,domain_rescue,shared_pfam=PF29326
Msl5,Pseudocohnilembus_persalinus,divergent_homolog,KRX04301.1,7.84e-30,32.9,,False,domain_rescue,"shared_pfam=PF16275,PF22675"
Cus2,Pseudocohnilembus_persalinus,divergent_homolog,KRX03910.1,4.61e-19,32.0,,False,domain_rescue,shared_pfam=PF00076
Srp1,Pseudocohnilembus_persalinus,divergent_homolog,KRX01871.1,6.88e-26,36.9,,False,domain_rescue,"shared_pfam=PF00514,PF01749,PF16186"
Npl3,Pseudocohnilembus_persalinus,divergent_homolog,KRX02470.1,5.23e-05,33.3,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Pseudocohnilembus_persalinus,divergent_homolog,KRX06119.1,2.04e-12,23.5,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Pseudocohnilembus_persalinus,divergent_homolog,KRX08328.1,7.21e-11,22.9,,False,domain_rescue,shared_pfam=PF00076
Hrp1,Pseudocohnilembus_persalinus,divergent_homolog,KRX01513.1,9.37e-18,28.0,,False,domain_rescue,shared_pfam=PF00076
Mud1,Moneuplotes_crassus,divergent_homolog,CAI2363715.1,8.04e-02,28.2,,False,domain_rescue,shared_pfam=PF00076
Yhc1,Moneuplotes_crassus,divergent_homolog,CAI2380187.1,1.07e-04,42.1,,False,domain_rescue,shared_pfam=PF06220
Prp42,Moneuplotes_crassus,divergent_homolog,CAI2386696.1,8.17e-03,34.3,,False,domain_rescue,"shared_pfam=PF23240,PF23241"
Nam8,Moneuplotes_crassus,divergent_homolog,CAI2369742.1,1.15e-18,33.8,,False,domain_rescue,shared_pfam=PF00076
Luc7,Moneuplotes_crassus,divergent_homolog,CAI2369463.1,5.87e-18,30.6,,False,domain_rescue,shared_pfam=PF03194
SmB,Moneuplotes_crassus,divergent_homolog,CAI2380323.1,5.89e-11,35.4,,False,domain_rescue,shared_pfam=PF01423
SmD3,Moneuplotes_crassus,divergent_homolog,CAI2382686.1,2.63e-05,31.2,,False,domain_rescue,shared_pfam=PF01423
SmD1,Moneuplotes_crassus,divergent_homolog,CAI2382237.1,5.01e-16,38.5,,False,domain_rescue,shared_pfam=PF01423
SmF,Moneuplotes_crassus,divergent_homolog,CAI2385898.1,5.01e-18,48.8,,False,domain_rescue,shared_pfam=PF01423
Msl1,Moneuplotes_crassus,divergent_homolog,CAI2374107.1,7.65e-13,37.2,,False,domain_rescue,shared_pfam=PF13893
Lea1,Moneuplotes_crassus,divergent_homolog,CAI2378186.1,1.36e-13,30.3,,False,domain_rescue,shared_pfam=PF14580
Cus1,Moneuplotes_crassus,divergent_homolog,CAI2365736.1,1.47e-40,39.3,,False,domain_rescue,"shared_pfam=PF04037,PF04046"
Hsh49,Moneuplotes_crassus,divergent_homolog,CAI2375834.1,1.41e-34,34.8,,False,domain_rescue,shared_pfam=PF00076
Rds3,Moneuplotes_crassus,divergent_homolog,CAI2385183.1,4.99e-42,56.2,,False,domain_rescue,shared_pfam=PF03660
Prp9,Moneuplotes_crassus,divergent_homolog,CAI2365992.1,1.21e-32,27.7,,False,domain_rescue,"shared_pfam=PF11931,PF12171,PF16837"
Prp11,Moneuplotes_crassus,divergent_homolog,CAI2380415.1,1.65e-12,26.9,,False,domain_rescue,"shared_pfam=PF12874,PF16835"
pRP21,Moneuplotes_crassus,divergent_homolog,CAI2365823.1,3.60e-05,22.7,,False,domain_rescue,"shared_pfam=PF01805,PF12230"
LSm2,Moneuplotes_crassus,divergent_homolog,CAI2382638.1,2.80e-16,32.6,,False,domain_rescue,shared_pfam=PF01423
LSm3,Moneuplotes_crassus,divergent_homolog,CAI2382416.1,2.07e-10,34.7,,False,domain_rescue,shared_pfam=PF01423
LSm4,Moneuplotes_crassus,divergent_homolog,CAI2382686.1,1.89e-04,27.9,,False,domain_rescue,shared_pfam=PF01423
LSm6,Moneuplotes_crassus,divergent_homolog,CAI2385898.1,4.19e-06,55.0,,False,domain_rescue,shared_pfam=PF01423
LSm7,Moneuplotes_crassus,divergent_homolog,CAI2380323.1,4.22e-03,27.6,,False,domain_rescue,shared_pfam=PF01423
Dib1,Moneuplotes_crassus,divergent_homolog,CAI2383334.1,3.18e-58,63.4,,False,domain_rescue,shared_pfam=PF02966
Prp31,Moneuplotes_crassus,divergent_homolog,CAI2368067.1,9.08e-31,29.1,,False,domain_rescue,"shared_pfam=PF01798,PF09785"
Prp4,Moneuplotes_crassus,divergent_homolog,CAI2370317.1,4.57e-12,41.3,,False,domain_rescue,shared_pfam=PF00400
Bud13,Moneuplotes_crassus,divergent_homolog,CAI2370381.1,1.24e-05,46.9,,False,domain_rescue,shared_pfam=PF09736
Pml1,Moneuplotes_crassus,divergent_homolog,CAI2378488.1,1.40e-13,32.6,,False,domain_rescue,shared_pfam=PF00498
Prp38,Moneuplotes_crassus,divergent_homolog,CAI2370473.1,7.56e-04,26.7,,False,domain_rescue,shared_pfam=PF03371
Clf1,Moneuplotes_crassus,divergent_homolog,CAI2359392.1,1.55e-58,32.2,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Moneuplotes_crassus,divergent_homolog,CAI2386696.1,3.08e-43,25.1,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
Prp19,Moneuplotes_crassus,divergent_homolog,CAI2366038.1,1.99e-15,30.0,,False,domain_rescue,shared_pfam=PF08606
Cwc2,Moneuplotes_crassus,divergent_homolog,CAI2369120.1,1.21e-23,31.5,,False,domain_rescue,shared_pfam=PF16131
Ecm2,Moneuplotes_crassus,divergent_homolog,CAI2369813.1,1.87e-14,39.0,,False,domain_rescue,shared_pfam=PF21369
Prp45,Moneuplotes_crassus,divergent_homolog,CAI2368974.1,7.19e-14,27.8,,False,domain_rescue,shared_pfam=PF02731
Cwc22,Moneuplotes_crassus,divergent_homolog,CAI2386547.1,2.22e-56,28.5,,False,domain_rescue,shared_pfam=PF02847
Cwc23,Moneuplotes_crassus,divergent_homolog,CAI2371005.1,1.87e-06,38.2,,False,domain_rescue,shared_pfam=PF00226
Cwc24,Moneuplotes_crassus,divergent_homolog,CAI2383350.1,8.92e-31,36.0,,False,domain_rescue,"shared_pfam=PF00642,PF13923"
Cwc27,Moneuplotes_crassus,divergent_homolog,CAI2367288.1,2.04e-11,28.7,,False,domain_rescue,shared_pfam=PF00160
Spp2,Moneuplotes_crassus,divergent_homolog,CAI2371819.1,3.68e-04,39.1,,False,domain_rescue,shared_pfam=PF12656
Yju2,Moneuplotes_crassus,divergent_homolog,CAI2376748.1,5.44e-24,39.7,,False,domain_rescue,shared_pfam=PF04502
Prp17,Moneuplotes_crassus,divergent_homolog,CAI2363798.1,1.62e-76,34.7,,False,domain_rescue,shared_pfam=PF00400
Prp18,Moneuplotes_crassus,divergent_homolog,CAI2372093.1,2.91e-12,35.3,,False,domain_rescue,shared_pfam=PF02840
Prp6,Moneuplotes_crassus,divergent_homolog,CAI2374339.1,1.76e-07,21.4,,False,domain_rescue,shared_pfam=PF29376
Snu66,Moneuplotes_crassus,divergent_homolog,CAI2364841.1,9.74e-02,42.2,,False,domain_rescue,shared_pfam=PF03343
Prp40,Moneuplotes_crassus,divergent_homolog,CAI2368037.1,1.19e-05,23.2,,False,domain_rescue,shared_pfam=PF01846
Mud2,Moneuplotes_crassus,divergent_homolog,CAI2367489.1,6.22e-02,20.3,,False,domain_rescue,shared_pfam=PF29326
Msl5,Moneuplotes_crassus,divergent_homolog,CAI2361223.1,1.77e-23,32.6,,False,domain_rescue,"shared_pfam=PF16275,PF22675"
Cus2,Moneuplotes_crassus,divergent_homolog,CAI2368039.1,3.95e-16,30.0,,False,domain_rescue,shared_pfam=PF00076
Srp1,Moneuplotes_crassus,divergent_homolog,CAI2363394.1,4.90e-11,36.1,,False,domain_rescue,"shared_pfam=PF00514,PF16186"
Npl3,Moneuplotes_crassus,divergent_homolog,CAI2359899.1,3.66e-05,29.5,,False,domain_rescue,shared_pfam=PF00076
Gbp2,Moneuplotes_crassus,divergent_homolog,CAI2384702.1,5.50e-14,27.1,,False,domain_rescue,shared_pfam=PF00076
Hrb1,Moneuplotes_crassus,divergent_homolog,CAI2361530.1,3.42e-10,23.8,,False,domain_rescue,shared_pfam=PF00076
DBR1,Moneuplotes_crassus,divergent_homolog,CAI2366492.1,9.09e-54,32.3,,False,domain_rescue,"shared_pfam=PF00149,PF05011"
Snp1,Tetrahymena_utriculariae,divergent_homolog,EIA_01656.1|CM126919.1|-|383|1.571e-108|7|626013|627140|627140[627140]:627054[627054]:87[87]|626923[626923]:626867[626867]:57[57]|626799[626799]:626710[626710]:90[90]|626615[626603]:626451[626451]:165[153]|626349[626349]:626260[626260]:90[90]|626179[626179]:626138[626138]:42[42]|626048[626048]:626013[626013]:36[36],7.97e-10,32.0,,False,domain_rescue,shared_pfam=PF00076
Prp39,Tetrahymena_utriculariae,divergent_homolog,EIA_09004.1|CM126865.1|+|557|6.56e-161|13|2334187|2337136|2334187[2334187]:2334234[2334234]:48[48]|2334718[2334718]:2334819[2334819]:102[102]|2334980[2334980]:2335072[2335072]:93[93]|2335382[2335382]:2335546[2335546]:165[165]|2335700[2335700]:2335759[2335759]:60[60]|2335833[2335833]:2335925[2335925]:93[93]|2336144[2336144]:2336191[2336191]:48[48]|2336306[2336306]:2336356[2336356]:51[51]|2336484[2336484]:2336531[2336531]:48[48]|2336604[2336604]:2336666[2336666]:63[63]|2336703[2336703]:2336765[2336765]:63[63]|2336820[2336820]:2336909[2336909]:90[90]|2337035[2337035]:2337136[2337136]:102[102],9.59e-02,22.4,,False,domain_rescue,shared_pfam=PF23240
Nam8,Tetrahymena_utriculariae,divergent_homolog,EIA_20672.1|CM126902.1|+|300|1.519e-83|4|22438|24779|22438[22438]:22626[22626]:189[189]|24326[24326]:24448[24448]:123[123]|24493[24508]:24627[24627]:135[120]|24711[24714]:24779[24779]:69[66],3.68e-03,29.6,,False,domain_rescue,shared_pfam=PF00076
SmD3,Tetrahymena_utriculariae,divergent_homolog,EIA_09746.1|CM126872.1|+|163|2.647e-42|4|282622|283251|282622[282622]:282672[282672]:51[51]|282723[282732]:282839[282839]:117[108]|282878[282899]:282943[282943]:66[45]|283168[283168]:283251[283251]:84[84],5.31e-07,33.3,,False,domain_rescue,shared_pfam=PF01423
SmG,Tetrahymena_utriculariae,divergent_homolog,EIA_23492.1|CM126956.1|-|104|1.526e-24|1|58274|58417|58417[58417]:58274[58274]:144[144],9.21e-08,45.1,,False,domain_rescue,shared_pfam=PF01423
Lea1,Tetrahymena_utriculariae,divergent_homolog,EIA_22172.1|CM126927.1|-|278|6.372e-77|3|675392|677066|677066[677066]:676869[676869]:198[198]|676796[676796]:676563[676563]:234[234]|675526[675526]:675392[675392]:135[135],2.03e-06,28.9,,False,domain_rescue,shared_pfam=PF14580
Rse1,Tetrahymena_utriculariae,divergent_homolog,EIA_13606.1|CM126814.1|-|1278|0|25|296732|301034|301034[301034]:300978[300978]:57[57]|300831[300825]:300751[300751]:81[75]|300598[300598]:300515[300515]:84[84]|300409[300409]:300284[300284]:126[126]|300202[300202]:300113[300113]:90[90]|300057[300057]:299983[299983]:75[75]|299955[299955]:299896[299896]:60[60]|299793[299793]:299680[299680]:114[114]|299598[299598]:299527[299527]:72[72]|299460[299460]:299401[299401]:60[60]|299277[299277]:299233[299233]:45[45]|299036[299036]:298965[298965]:72[72]|298883[298883]:298800[298800]:84[84]|298754[298745]:298716[298716]:39[30]|298670[298670]:298575[298575]:96[96]|298514[298514]:298440[298440]:75[75]|298367[298367]:298311[298311]:57[57]|298217[298217]:298119[298119]:99[99]|298055[298055]:297873[297873]:183[183]|297821[297821]:297729[297729]:93[93]|297671[297671]:297573[297573]:99[99]|297440[297440]:297369[297369]:72[72]|297311[297311]:297231[297231]:81[81]|297168[297168]:296920[296920]:249[249]|296836[296836]:296732[296732]:105[105],1.24e-07,20.1,,False,domain_rescue,"shared_pfam=PF03178,PF10433"
Hsh49,Tetrahymena_utriculariae,divergent_homolog,EIA_09773.1|CM126872.1|+|342|3.454e-96|8|381706|383859|381706[381706]:381765[381765]:60[60]|381808[381808]:381861[381861]:54[54]|382380[382380]:382505[382505]:126[126]|382572[382572]:382616[382616]:45[45]|383206[383206]:383301[383301]:96[96]|383372[383372]:383419[383419]:48[48]|383553[383553]:383624[383624]:72[72]|383770[383770]:383859[383859]:90[90],3.07e-12,26.9,,False,domain_rescue,shared_pfam=PF00076
Prp9,Tetrahymena_utriculariae,divergent_homolog,EIA_16594.1|CM126975.1|+|327|1.132e-91|7|84835|86417|84835[84835]:84879[84879]:45[45]|84961[84961]:85032[85032]:72[72]|85117[85117]:85191[85191]:75[75]|85288[85288]:85380[85380]:93[93]|85555[85555]:85719[85719]:165[165]|85861[85861]:85914[85914]:54[54]|86118[86118]:86417[86417]:300[300],3.17e-16,39.6,,False,domain_rescue,"shared_pfam=PF11931,PF12171"
LSm2,Tetrahymena_utriculariae,divergent_homolog,EIA_08201.1|CM126937.1|-|150|2.168e-38|2|88606|88927|88927[88927]:88787[88787]:141[141]|88689[88689]:88606[88606]:84[84],4.22e-15,44.6,,False,domain_rescue,shared_pfam=PF01423
LSm3,Tetrahymena_utriculariae,divergent_homolog,EIA_16851.1|CM126971.1|-|102|6.103e-24|2|107282|107485|107485[107485]:107390[107390]:96[96]|107350[107350]:107282[107282]:69[69],1.26e-06,36.7,,False,domain_rescue,shared_pfam=PF01423
LSm4,Tetrahymena_utriculariae,divergent_homolog,EIA_09746.1|CM126872.1|+|163|2.647e-42|4|282622|283251|282622[282622]:282672[282672]:51[51]|282723[282732]:282839[282839]:117[108]|282878[282899]:282943[282943]:66[45]|283168[283168]:283251[283251]:84[84],3.48e-04,31.1,,False,domain_rescue,shared_pfam=PF01423
LSm5,Tetrahymena_utriculariae,divergent_homolog,EIA_17376.1|CM126918.1|-|117|1.863e-28|2|335478|335869|335869[335869]:335765[335765]:105[105]|335552[335552]:335478[335478]:75[75],1.12e-06,45.0,,False,domain_rescue,shared_pfam=PF01423
LSm6,Tetrahymena_utriculariae,divergent_homolog,EIA_12930.1|CM126878.1|+|93|3.125e-21|1|215169|215306|215169[215169]:215306[215306]:138[138],2.70e-06,51.4,,False,domain_rescue,shared_pfam=PF01423
LSm7,Tetrahymena_utriculariae,divergent_homolog,EIA_13030.1|CM126838.1|+|270|1.631e-74|4|308851|309796|308851[308851]:308955[308955]:105[105]|309378[309381]:309485[309485]:108[105]|309581[309590]:309673[309673]:93[84]|309698[309698]:309796[309796]:99[99],9.91e-04,34.4,,False,domain_rescue,shared_pfam=PF01423
Dib1,Tetrahymena_utriculariae,divergent_homolog,EIA_14302.1|CM126904.1|-|236|2.802e-64|1|294291|294617|294617[294617]:294291[294291]:327[327],4.94e-47,61.1,,False,domain_rescue,shared_pfam=PF02966
Prp31,Tetrahymena_utriculariae,divergent_homolog,EIA_01950.1|CM126945.1|+|547|6.718e-158|10|653834|655591|653834[653834]:653887[653887]:54[54]|653912[653912]:653971[653971]:60[60]|654018[654018]:654128[654128]:111[111]|654199[654199]:654360[654360]:162[162]|654433[654433]:654480[654480]:48[48]|654539[654539]:654646[654646]:108[108]|654920[654920]:655069[655069]:150[150]|655123[655123]:655227[655227]:105[105]|655323[655323]:655391[655391]:69[69]|655463[655463]:655591[655591]:129[129],1.62e-07,29.2,,False,domain_rescue,"shared_pfam=PF01798,PF09785"
Prp3,Tetrahymena_utriculariae,divergent_homolog,EIA_16152.1|CM126858.1|-|650|6.624e-189|10|107803|109824|109824[109824]:109747[109747]:78[78]|109704[109704]:109633[109633]:72[72]|109575[109575]:109387[109387]:189[189]|109260[109260]:109180[109180]:81[81]|108927[108927]:108823[108823]:105[105]|108804[108804]:108673[108673]:132[132]|108630[108630]:108565[108565]:66[66]|108522[108522]:108355[108355]:168[168]|108300[108300]:108205[108205]:96[96]|108153[108153]:107803[107803]:351[351],4.40e-12,25.1,,False,domain_rescue,"shared_pfam=PF06544,PF08572"
Prp4,Tetrahymena_utriculariae,divergent_homolog,EIA_15121.1|CM126865.1|-|595|2.387e-172|8|2095413|2097063|2097063[2097063]:2096986[2096986]:78[78]|2096894[2096894]:2096829[2096829]:66[66]|2096665[2096665]:2096615[2096615]:51[51]|2096308[2096308]:2096246[2096246]:63[63]|2096200[2096191]:2096096[2096096]:105[96]|2096042[2096039]:2095998[2095998]:45[42]|2095976[2095976]:2095680[2095680]:297[297]|2095607[2095607]:2095413[2095413]:195[195],6.83e-05,23.5,,False,domain_rescue,shared_pfam=PF00400
Snu17,Tetrahymena_utriculariae,divergent_homolog,EIA_19039.1|CM126944.1|-|198|7.703e-53|2|55109|55454|55454[55454]:55347[55347]:108[108]|55285[55285]:55109[55109]:177[177],2.01e-08,32.1,,False,domain_rescue,shared_pfam=PF00076
Clf1,Tetrahymena_utriculariae,divergent_homolog,EIA_02791.1|CM126826.1|+|604|4.661e-175|10|1009716|1012283|1009716[1009716]:1009820[1009820]:105[105]|1010074[1010074]:1010235[1010235]:162[162]|1010365[1010365]:1010421[1010421]:57[57]|1010716[1010716]:1010814[1010814]:99[99]|1010930[1010930]:1011244[1011244]:315[315]|1011566[1011566]:1011754[1011754]:189[189]|1011804[1011807]:1011911[1011911]:108[105]|1011980[1011980]:1012021[1012021]:42[42]|1012073[1012073]:1012132[1012132]:60[60]|1012209[1012218]:1012283[1012283]:75[66],2.90e-22,29.8,,False,domain_rescue,"shared_pfam=PF23233,PF23240"
Syf1,Tetrahymena_utriculariae,divergent_homolog,EIA_19004.1|CM126913.1|-|785|1.521e-229|14|65490|68459|68459[68459]:68409[68409]:51[51]|68232[68232]:68110[68110]:123[123]|67993[67993]:67952[67952]:42[42]|67882[67882]:67706[67706]:177[177]|67381[67381]:67259[67259]:123[123]|67225[67225]:67151[67151]:75[75]|66952[66952]:66701[66701]:252[252]|66619[66619]:66566[66566]:54[54]|66508[66508]:66452[66452]:57[57]|66416[66386]:66378[66378]:39[9]|66314[66314]:66183[66183]:132[132]|66092[66092]:65994[65994]:99[99]|65812[65812]:65735[65735]:78[78]|65648[65648]:65490[65490]:159[159],1.19e-01,23.5,,False,domain_rescue,"shared_pfam=PF23220,PF23231,PF23233"
